Number;DepartureTime;DayOfWeek;From;To;Type
46;20.03.2016 13:58;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 14:11;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 14:24;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 14:37;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 14:50;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:03;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:16;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:29;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:41;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 15:53;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:06;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:21;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:36;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 16:52;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 17:08;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 17:24;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 17:41;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 17:58;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 18:15;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 18:29;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 18:43;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 18:56;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:09;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:22;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:35;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 19:51;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:07;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:23;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:36;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 20:49;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 21:13;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 21:36;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 21:59;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 22:03;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 22:30;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 22:45;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 23:06;СБ,ВС;Кирпичная улица;Спутник;Tram
46;20.03.2016 23:31;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 5:40;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 5:51;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:02;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:12;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:23;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:34;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:45;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:54;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:04;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:15;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:27;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:39;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:51;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:03;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:15;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:27;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:39;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:51;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 9:05;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 9:20;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 9:35;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 9:50;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:05;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:16;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:27;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:39;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:50;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:01;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:13;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:25;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:36;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:47;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:59;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:10;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:21;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:33;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:45;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:56;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:07;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:19;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:30;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:41;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:53;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:05;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:16;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:27;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:39;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:50;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:01;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:14;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:26;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:38;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:51;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:04;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:19;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:34;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:49;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:04;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:16;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:28;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:40;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:52;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:03;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:15;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:27;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:39;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:51;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:03;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:14;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:26;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:40;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:59;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 20:18;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 20:37;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 20:55;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 21:11;ПН,ВТ,СР,ЧТ,ПТ;Спутник;Кирпичная улица;Tram
32;20.03.2016 5:38;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 5:51;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:04;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:17;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:30;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:43;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 6:57;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:10;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:23;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:36;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 7:48;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:00;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:12;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:24;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:36;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 8:49;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 9:05;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 9:21;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 9:37;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 9:50;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:03;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:16;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:29;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:43;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 10:55;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:07;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:19;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:31;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:43;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 11:55;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:07;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:19;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:31;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:43;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 12:55;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:07;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:19;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:31;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:43;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 13:55;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:07;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:19;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:31;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:43;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 14:55;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:07;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:19;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:31;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:43;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 15:55;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:07;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:19;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:31;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:32;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 16:55;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:08;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:23;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:38;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 17:53;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:08;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:23;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:36;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 18:48;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:00;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:13;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:27;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:41;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 19:55;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 20:03;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 20:12;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 20:29;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 20:47;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 21:08;СБ,ВС;Спутник;Кирпичная улица;Tram
32;20.03.2016 5:32;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 5:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:06;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:17;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:28;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:38;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:00;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:14;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:26;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:38;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:01;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:13;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:25;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:37;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:01;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:13;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:25;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:39;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:54;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 10:09;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 10:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 10:39;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 10:50;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:01;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:13;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:35;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:47;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:59;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:10;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:21;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:33;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:44;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:55;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:07;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:19;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:30;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:41;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:53;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:04;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:15;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:27;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:39;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 14:50;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:01;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:13;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:35;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 15:48;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:00;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:12;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:25;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:38;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 16:53;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:08;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:23;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:38;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 17:50;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:02;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:14;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:26;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:37;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 18:49;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:01;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:13;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:24;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:35;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:46;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 19:58;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 20:12;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 20:31;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 20:50;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 21:07;ПН,ВТ,СР,ЧТ,ПТ;Кирпичная улица;Спутник;Tram
32;20.03.2016 5:35;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 5:55;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:09;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:22;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:35;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 6:48;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:01;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:14;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:21;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:28;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:42;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 7:56;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:10;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:22;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:34;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:46;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 8:58;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:10;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:23;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:39;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 9:55;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 10:11;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 10:24;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 10:37;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 10:50;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:03;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:17;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:29;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:41;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 11:53;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:05;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:17;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:29;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:41;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 12:53;СБ,ВС;Кирпичная улица;Спутник;Tram
32;20.03.2016 13:05;СБ,ВС;Кирпичная улица;Спутник;Tram
